playerid,birthyear,birthcountry,deathyear,namefirst,namelast,weight,height,bats,throws
anderwa01,1897.0,USA,1990.0,Walter,Anderson,160.0,74.0,L,L
anderwi01,1886.0,USA,1950.0,Wingo,Anderson,150.0,70.0,L,L
andinro01,1984.0,USA,,Robert,Andino,185.0,71.0,R,R
andrast01,1978.0,USA,,Steve,Andrade,220.0,73.0,R,R
andrecl01,1978.0,USA,,Clayton,Andrews,175.0,72.0,R,L
andreed01,1859.0,USA,1934.0,Ed,Andrews,160.0,68.0,R,R
andreel01,1901.0,USA,1979.0,Elbert,Andrews,175.0,72.0,L,R
andreer01,1918.0,USA,2008.0,Ernie,Andres,200.0,73.0,R,R
andrefr01,1952.0,USA,,Fred,Andrews,163.0,68.0,R,R
andrehu01,1922.0,USA,2012.0,Hub,Andrews,170.0,72.0,R,R
andreiv01,1907.0,USA,1970.0,Ivy,Andrews,200.0,73.0,R,R
andreji01,1865.0,USA,1907.0,Jim,Andrews,,,,
andrejo01,1923.0,USA,1976.0,John,Andre,200.0,76.0,L,R
andrejo02,1949.0,USA,,John,Andrews,175.0,70.0,L,L
andreki01,1953.0,USA,,Kim,Andrew,160.0,70.0,R,R
andremi01,1943.0,USA,,Mike,Andrews,195.0,75.0,R,R
andrena01,1913.0,USA,1991.0,Nate,Andrews,195.0,72.0,R,R
andrero01,1952.0,USA,,Rob,Andrews,185.0,72.0,R,R
andresh01,1971.0,USA,,Shane,Andrews,215.0,73.0,R,R
andrest01,1917.0,USA,1995.0,Stan,Andrews,178.0,71.0,R,R
andrewa01,1859.0,USA,1940.0,Wally,Andrews,170.0,75.0,R,R
andrima01,1989.0,USA,,Matt,Andriese,225.0,74.0,R,R
andrubi01,1907.0,USA,1982.0,Bill,Andrus,185.0,72.0,R,R
andruel01,1988.0,Venezuela,,Elvis,Andrus,200.0,72.0,R,R
andrufr01,1850.0,USA,1937.0,Fred,Andrus,185.0,74.0,R,R
andruwi01,1858.0,CAN,1935.0,Wyman,Andrus,155.0,66.0,,
andujjo01,1952.0,D.R.,2015.0,Joaquin,Andujar,170.0,72.0,B,R
andujlu01,1972.0,D.R.,,Luis,Andujar,175.0,74.0,R,R
andujmi01,1995.0,D.R.,,Miguel,Andujar,215.0,72.0,R,R
angelno01,1947.0,USA,,Norm,Angelini,175.0,71.0,L,L
anglema01,1985.0,USA,,Matt,Angle,185.0,69.0,L,R
angleto01,1904.0,USA,1952.0,Tom,Angley,190.0,68.0,L,R
ankenpa01,1912.0,USA,1989.0,Pat,Ankenman,125.0,64.0,R,R
ankieri01,1979.0,USA,,Rick,Ankiel,210.0,73.0,L,L
annade01,1986.0,USA,,Dean,Anna,180.0,71.0,L,R
annisbi01,1857.0,USA,1923.0,Bill,Annis,150.0,67.0,R,
ansonca01,1852.0,USA,1922.0,Cap,Anson,227.0,72.0,R,R
anthoer01,1967.0,USA,,Eric,Anthony,195.0,74.0,L,L
antoldu01,1989.0,USA,,Dustin,Antolin,230.0,74.0,R,R
antoljo01,1916.0,USA,2002.0,Joe,Antolick,185.0,72.0,R,R
antonbi01,1927.0,USA,1993.0,Bill,Antonello,185.0,71.0,R,R
antonjo01,1915.0,USA,1990.0,John,Antonelli,165.0,70.0,R,R
antonjo02,1930.0,USA,,Johnny,Antonelli,185.0,73.0,L,L
antonma01,1985.0,USA,,Matt,Antonelli,195.0,73.0,R,R
aokino01,1982.0,Japan,,Nori,Aoki,180.0,69.0,L,R
aparilu01,1934.0,Venezuela,,Luis,Aparicio,160.0,69.0,R,R
apodabo01,1950.0,USA,,Bob,Apodaca,170.0,71.0,R,R
apontlu01,1953.0,Venezuela,,Luis,Aponte,185.0,72.0,R,R
appieke01,1967.0,USA,,Kevin,Appier,180.0,74.0,R,R
appleed01,1892.0,USA,1932.0,Ed,Appleton,173.0,72.0,R,R
applefr01,1879.0,USA,1968.0,Fred,Applegate,180.0,74.0,R,R
applepe01,1904.0,USA,1974.0,Pete,Appleton,180.0,71.0,R,R
applilu01,1907.0,USA,1991.0,Luke,Appling,183.0,70.0,R,R
aquingr01,1978.0,D.R.,,Greg,Aquino,190.0,73.0,R,R
aquinja01,1992.0,D.R.,,Jayson,Aquino,225.0,73.0,L,L
aquinlu01,1964.0,P.R.,,Luis,Aquino,155.0,72.0,R,R
aragoan01,1890.0,Cuba,1952.0,Angel,Aragon,150.0,65.0,R,R
aragoja01,1915.0,Cuba,1988.0,Jack,Aragon,176.0,70.0,R,R
aranovi01,1995.0,Mexico,,Victor,Arano,200.0,74.0,R,R
araujel01,1991.0,Venezuela,,Elvis,Araujo,275.0,79.0,L,L
archdma01,1898.0,USA,1954.0,Maurice,Archdeacon,153.0,68.0,L,L
archech01,1988.0,USA,,Chris,Archer,195.0,74.0,R,R
archefr01,1910.0,USA,1981.0,Fred,Archer,193.0,72.0,L,L
archeji01,1883.0,Ireland,1958.0,Jimmy,Archer,168.0,70.0,R,R
archeji02,1932.0,USA,,Jim,Archer,190.0,72.0,R,L
archige01,1914.0,USA,2001.0,George,Archie,170.0,72.0,R,R
arciajo01,1943.0,Cuba,2016.0,Jose,Arcia,170.0,75.0,R,R
arciaor01,1994.0,Venezuela,,Orlando,Arcia,165.0,72.0,R,R
arciaos01,1991.0,Venezuela,,Oswaldo,Arcia,225.0,72.0,L,R
ardelda01,1941.0,USA,,Dan,Ardell,190.0,74.0,L,L
ardizru01,1919.0,Italy,2015.0,Rugger,Ardizoia,180.0,71.0,R,R
ardnejo01,1858.0,USA,1935.0,Joe,Ardner,160.0,67.0,R,R
ardoida01,1974.0,USA,,Danny,Ardoin,205.0,72.0,R,R
arellfr01,1882.0,USA,1918.0,Frank,Arellanes,180.0,72.0,R,R
arenano01,1991.0,USA,,Nolan,Arenado,205.0,74.0,R,R
arencjp01,1986.0,USA,,J. P.,Arencibia,210.0,73.0,R,R
arftha01,1922.0,USA,2002.0,Hank,Arft,190.0,70.0,L,L
ariasal01,1967.0,USA,,Alex,Arias,185.0,75.0,R,R
ariasal02,1983.0,D.R.,,Alberto,Arias,155.0,71.0,R,R
ariasge01,1972.0,USA,,George,Arias,190.0,71.0,R,R
ariasjo01,1984.0,D.R.,,Joaquin,Arias,185.0,73.0,R,R
ariasru01,1931.0,Cuba,,Rudy,Arias,165.0,70.0,L,L
arletbu01,1899.0,USA,1964.0,Buzz,Arlett,225.0,75.0,B,R
arlicdo01,1943.0,USA,,Don,Arlich,185.0,74.0,L,L
arlinst01,1945.0,USA,2016.0,Steve,Arlin,195.0,75.0,R,R
armasma01,1969.0,Venezuela,,Marcos,Armas,190.0,77.0,R,R
armasto01,1953.0,Venezuela,,Tony,Armas,182.0,71.0,R,R
armasto02,1978.0,Venezuela,,Tony,Armas,205.0,76.0,R,R
armbrch01,1880.0,USA,1964.0,Charlie,Armbruster,180.0,69.0,R,R
armbred01,1948.0,Bahamas,,Ed,Armbrister,160.0,71.0,R,R
armbrha01,1882.0,USA,1953.0,Harry,Armbruster,190.0,70.0,L,L
armbror01,1908.0,USA,1967.0,Orville,Armbrust,195.0,70.0,R,R
armoubi99,1869.0,USA,1922.0,Bill,Armour,,,,
armstbo01,1850.0,USA,1917.0,Robert,Armstrong,160.0,74.0,,
armstge01,1924.0,USA,1993.0,George,Armstrong,190.0,70.0,R,R
armstho01,1889.0,USA,1926.0,Howard,Armstrong,165.0,69.0,R,R
armstja01,1965.0,USA,,Jack,Armstrong,220.0,77.0,R,R
armstmi01,1954.0,USA,,Mike,Armstrong,193.0,75.0,R,R
armstsh01,1990.0,USA,,Shawn,Armstrong,225.0,74.0,R,R
arndtha01,1879.0,USA,1921.0,Harry,Arndt,165.0,,R,R
arndtla01,1963.0,USA,2014.0,Larry,Arndt,195.0,73.0,R,R
arnolbi01,1851.0,USA,1899.0,Billy,Arnold,,,,
arnolch01,1947.0,USA,,Chris,Arnold,160.0,70.0,R,R
arnolja01,1974.0,USA,,Jamie,Arnold,190.0,74.0,R,R
arnolsc01,1962.0,USA,,Scott,Arnold,210.0,74.0,R,R
arnolto01,1959.0,USA,,Tony,Arnold,170.0,71.0,R,R
arnovmo01,1910.0,USA,1959.0,Morrie,Arnovich,168.0,70.0,R,R
arnsbbr01,1963.0,USA,,Brad,Arnsberg,205.0,76.0,R,R
arntzor01,1909.0,USA,1970.0,Orie,Arntzen,200.0,73.0,R,R
arochre01,1964.0,Cuba,,Rene,Arocha,180.0,72.0,R,R
arojo01,1990.0,D.R.,,Jonathan,Aro,235.0,72.0,R,R
arredjo01,1984.0,D.R.,,Jose,Arredondo,190.0,72.0,R,R
arrieja01,1986.0,USA,,Jake,Arrieta,225.0,76.0,R,R
arrigge01,1941.0,USA,,Gerry,Arrigo,185.0,73.0,L,L
arrojro01,1965.0,Cuba,,Rolando,Arrojo,215.0,76.0,R,R
arroybr01,1977.0,USA,,Bronson,Arroyo,185.0,75.0,R,R
arroych01,1995.0,USA,,Christian,Arroyo,180.0,73.0,R,R
arroyfe01,1952.0,USA,,Fernando,Arroyo,180.0,74.0,R,R
arroylu01,1927.0,P.R.,2016.0,Luis,Arroyo,178.0,68.0,L,L
arroyru01,1950.0,USA,,Rudy,Arroyo,195.0,74.0,L,L
arrueer01,1990.0,Cuba,,Erisbel,Arruebarrena,230.0,73.0,R,R
arundha01,1855.0,USA,1904.0,Harry,Arundel,145.0,66.0,,R
arundtu01,1862.0,USA,1912.0,Tug,Arundel,175.0,70.0,R,R
asadora01,1962.0,USA,,Randy,Asadoor,185.0,73.0,R,R
asbelji01,1914.0,USA,1967.0,Jim,Asbell,195.0,72.0,R,R
asbjoca01,1909.0,USA,1970.0,Casper,Asbjornson,196.0,73.0,R,R
ascanjo01,1985.0,Venezuela,,Jose,Ascanio,195.0,71.0,R,R
ascheco01,1990.0,USA,,Cody,Asche,205.0,73.0,L,R
asencmi01,1980.0,D.R.,,Miguel,Asencio,190.0,74.0,R,R
ashburi01,1927.0,USA,1997.0,Richie,Ashburn,170.0,70.0,L,R
ashbyal01,1951.0,USA,,Alan,Ashby,185.0,74.0,B,R
ashbyan01,1967.0,USA,,Andy,Ashby,180.0,73.0,R,R
asheral01,1991.0,USA,,Alec,Asher,240.0,76.0,R,R
ashfotu01,1954.0,USA,,Tucker,Ashford,195.0,73.0,R,R
ashke01,1901.0,USA,1979.0,Ken,Ash,165.0,71.0,R,R
ashlebi01,1970.0,USA,,Billy,Ashley,220.0,79.0,R,R
ashlene01,1984.0,USA,,Nevin,Ashley,245.0,73.0,R,R
asmusto01,1878.0,USA,1963.0,Tom,Asmussen,,71.0,,R
asprobo01,1938.0,USA,,Bob,Aspromonte,170.0,74.0,R,R
asproke01,1931.0,USA,,Ken,Aspromonte,180.0,72.0,R,R
asselbr01,1953.0,USA,,Brian,Asselstine,175.0,73.0,L,R
assenpa01,1960.0,USA,,Paul,Assenmacher,195.0,75.0,L,L
astacez01,1979.0,D.R.,,Ezequiel,Astacio,200.0,75.0,R,R
astacpe01,1968.0,D.R.,,Pedro,Astacio,174.0,74.0,R,R
astinba01,1991.0,USA,,Barrett,Astin,225.0,73.0,R,R
astrojo01,1922.0,USA,2013.0,Joe,Astroth,187.0,69.0,R,R
asuajca01,1991.0,Venezuela,,Carlos,Asuaje,158.0,69.0,L,R
atchisc01,1976.0,USA,,Scott,Atchison,200.0,74.0,R,R
atchlju01,1973.0,USA,,Justin,Atchley,215.0,75.0,L,L
atherch01,1873.0,USA,1935.0,Charlie,Atherton,160.0,70.0,R,R
atherke01,1959.0,USA,,Keith,Atherton,200.0,76.0,R,R
atilalu01,1985.0,P.R.,,Luis,Atilano,220.0,74.0,R,R
atkinal01,1861.0,USA,1952.0,Al,Atkinson,165.0,71.0,R,R
atkinbi01,1954.0,CAN,,Bill,Atkinson,165.0,67.0,L,R
atkined01,1851.0,USA,,Ed,Atkinson,,,,
atkinga01,1979.0,USA,,Garrett,Atkins,190.0,74.0,R,R
atkinja01,1921.0,USA,2009.0,James,Atkins,205.0,75.0,L,R
atkinle01,1904.0,USA,1961.0,Lefty,Atkinson,149.0,66.0,L,L
atkinmi01,1985.0,USA,,Mitch,Atkins,225.0,76.0,R,R
atkinto01,1887.0,USA,1956.0,Tommy,Atkins,165.0,70.0,L,L
attredi01,1897.0,USA,1964.0,Dick,Attreau,160.0,72.0,L,L
atwelto01,1924.0,USA,2003.0,Toby,Atwell,185.0,69.0,L,R
atwoobi01,1911.0,USA,1993.0,Bill,Atwood,190.0,71.0,R,R
atzja01,1879.0,USA,1945.0,Jake,Atz,160.0,69.0,R,R
aubreha01,1881.0,USA,1953.0,Chub,Aubrey,130.0,67.0,R,R
aubremi01,1982.0,USA,,Michael,Aubrey,190.0,72.0,L,L
aucoide01,1970.0,CAN,,Derek,Aucoin,235.0,79.0,R,R
auderi01,1971.0,USA,,Rich,Aude,180.0,77.0,R,R
auerbri01,1950.0,USA,,Rick,Auerbach,165.0,72.0,R,R
augenbr01,1986.0,USA,,Bryan,Augenstein,230.0,78.0,R,R
augusda01,1949.0,USA,,Dave,Augustine,174.0,74.0,R,R
augusdo01,1963.0,USA,,Don,August,190.0,75.0,R,R
augusje01,1952.0,USA,,Jerry,Augustine,183.0,72.0,L,L
aukerel01,1910.0,USA,2006.0,Elden,Auker,194.0,74.0,R,R
auldsle01,1920.0,USA,1999.0,Tex,Aulds,185.0,74.0,R,R
aultdo01,1950.0,USA,2004.0,Doug,Ault,200.0,75.0,R,L
aumonph01,1989.0,CAN,,Phillippe,Aumont,240.0,79.0,L,R
aurilri01,1971.0,USA,,Rich,Aurilia,170.0,72.0,R,R
ausanjo01,1965.0,USA,,Joe,Ausanio,205.0,73.0,R,R
ausmubr01,1969.0,USA,,Brad,Ausmus,190.0,71.0,R,R
austde01,1940.0,USA,,Dennis,Aust,180.0,71.0,R,R
austihe01,1844.0,USA,1904.0,Henry,Austin,,,,
austije01,1976.0,USA,,Jeff,Austin,185.0,72.0,R,R
austiji01,1879.0,United Kingdom,1965.0,Jimmy,Austin,155.0,67.0,B,R
austiji02,1963.0,USA,,Jim,Austin,200.0,74.0,R,R
austiri01,1946.0,USA,,Rick,Austin,190.0,76.0,R,L
austity01,1991.0,USA,,Tyler,Austin,220.0,74.0,R,R
autryal01,1952.0,USA,,Al,Autry,225.0,77.0,R,R
autrych01,1885.0,USA,1976.0,Chick,Autry,168.0,71.0,L,L
autrych02,1903.0,USA,1950.0,Chick,Autry,180.0,72.0,R,R
avenbr01,1972.0,USA,,Bruce,Aven,180.0,69.0,R,R
averiea01,1902.0,USA,1983.0,Earl,Averill,172.0,69.0,L,R
averiea02,1931.0,USA,2015.0,Earl,Averill,185.0,70.0,R,R
averyst01,1970.0,USA,,Steve,Avery,180.0,76.0,L,L
averyxa01,1990.0,USA,,Xavier,Avery,190.0,72.0,L,L
avilaal01,1987.0,USA,,Alex,Avila,210.0,71.0,L,R
avilabo01,1924.0,Mexico,2004.0,Bobby,Avila,175.0,70.0,R,R
avilalu01,1989.0,Venezuela,,Luis,Avilan,225.0,74.0,L,L
avilemi01,1981.0,USA,,Mike,Aviles,205.0,70.0,R,R
avilera01,1952.0,P.R.,,Ramon,Aviles,155.0,69.0,R,R
avreaja01,1920.0,USA,1987.0,Jay,Avrea,175.0,73.0,R,R
axelrdy01,1985.0,USA,,Dylan,Axelrod,195.0,70.0,R,R
axforjo01,1983.0,CAN,,John,Axford,220.0,77.0,R,R
ayalabe01,1951.0,P.R.,,Benny,Ayala,185.0,73.0,R,R
ayalabo01,1969.0,USA,,Bobby,Ayala,190.0,74.0,R,R
ayalalu01,1978.0,Mexico,,Luis,Ayala,205.0,74.0,R,R
aybarer01,1984.0,D.R.,,Erick,Aybar,195.0,70.0,B,R
aybarma01,1972.0,D.R.,,Manny,Aybar,165.0,73.0,R,R
aybarwi01,1983.0,D.R.,,Willy,Aybar,205.0,71.0,B,R
aydelja01,1861.0,USA,1926.0,Jake,Aydelott,180.0,72.0,L,R
ayersbi01,1919.0,USA,1980.0,Bill,Ayers,185.0,75.0,R,R
ayersdo01,1891.0,USA,1968.0,Doc,Ayers,185.0,73.0,R,R
aylwadi01,1925.0,USA,1983.0,Dick,Aylward,190.0,72.0,R,R
ayraubo01,1966.0,USA,,Bob,Ayrault,230.0,76.0,R,R
ayraujo01,1971.0,USA,,Joe,Ayrault,190.0,75.0,R,R
azcuejo01,1939.0,Cuba,,Joe,Azcue,190.0,72.0,R,R
azocaos01,1965.0,Venezuela,2010.0,Oscar,Azocar,170.0,73.0,L,L
babbch01,1873.0,USA,1954.0,Charlie,Babb,165.0,70.0,B,R
babcobo01,1949.0,USA,,Bob,Babcock,210.0,77.0,R,R
babelo01,1928.0,USA,1984.0,Loren,Babe,180.0,70.0,L,R
babicjo01,1913.0,USA,2001.0,Johnny,Babich,185.0,73.0,R,R
babinch01,1895.0,USA,1957.0,Charlie,Babington,170.0,72.0,R,R
babitsh01,1959.0,USA,,Shooty,Babitt,174.0,68.0,R,R
backebr01,1978.0,USA,,Brandon,Backe,182.0,72.0,R,R
backmle01,1888.0,USA,1975.0,Les,Backman,195.0,72.0,R,R
backmwa01,1959.0,USA,,Wally,Backman,160.0,69.0,B,R
baconed01,1895.0,USA,1963.0,Eddie,Bacon,158.0,68.0,,
bacsimi01,1952.0,USA,,Mike,Bacsik,180.0,74.0,R,R
bacsimi02,1977.0,USA,,Mike,Bacsik,225.0,74.0,L,L
baczefr01,1926.0,USA,1976.0,Fred,Baczewski,185.0,74.0,L,L
badenbu01,1983.0,USA,,Burke,Badenhop,205.0,77.0,R,R
baderar01,1886.0,USA,1957.0,Art,Bader,170.0,70.0,R,R
baderha01,1994.0,USA,,Harrison,Bader,195.0,72.0,R,R
baderlo01,1888.0,USA,1973.0,King,Bader,175.0,72.0,L,R
badgrre01,1902.0,USA,1998.0,Red,Badgro,190.0,72.0,L,R
baeched01,1907.0,USA,1957.0,Ed,Baecht,195.0,75.0,R,R
baekch01,1980.0,South Korea,,Cha-Seung,Baek,190.0,76.0,R,R
baergca01,1968.0,P.R.,,Carlos,Baerga,165.0,71.0,B,R
baezbe01,1977.0,D.R.,,Benito,Baez,160.0,72.0,L,L
baezda01,1977.0,Cuba,,Danys,Baez,225.0,75.0,R,R
baezja01,1992.0,P.R.,,Javier,Baez,190.0,72.0,R,R
baezjo01,1953.0,D.R.,,Jose,Baez,160.0,68.0,R,R
baezke01,1967.0,USA,,Kevin,Baez,160.0,72.0,R,R
baezpe01,1988.0,D.R.,,Pedro,Baez,230.0,72.0,R,R
bagbyji01,1889.0,USA,1954.0,Jim,Bagby,170.0,72.0,B,R
bagbyji02,1916.0,USA,1988.0,Jim,Bagby,170.0,74.0,R,R
bagwebi01,1895.0,USA,1976.0,Bill,Bagwell,175.0,73.0,L,L
bagweje01,1968.0,USA,,Jeff,Bagwell,195.0,72.0,R,R
bahnsst01,1944.0,USA,,Stan,Bahnsen,185.0,74.0,R,R
bahred01,1919.0,CAN,2007.0,Ed,Bahr,172.0,73.0,R,R
bahrefr01,1858.0,USA,1888.0,Frank,Bahret,184.0,73.0,,
baichgr01,1889.0,USA,1956.0,Grover,Baichley,165.0,68.0,R,R
bailean01,1984.0,USA,,Andrew,Bailey,240.0,75.0,R,R
bailebi01,1888.0,USA,1926.0,Bill,Bailey,165.0,71.0,L,L
bailebi02,1881.0,USA,1967.0,Bill,Bailey,170.0,70.0,L,R
bailebo01,1942.0,USA,2018.0,Bob,Bailey,180.0,73.0,R,R
baileco01,1971.0,USA,,Cory,Bailey,195.0,72.0,R,R
baileed01,1931.0,USA,2007.0,Ed,Bailey,205.0,74.0,L,R
bailefr01,1895.0,USA,1972.0,Fred,Bailey,150.0,71.0,L,L
bailege01,1893.0,USA,1973.0,Gene,Bailey,160.0,68.0,R,R
baileha01,1876.0,USA,1922.0,Harvey,Bailey,160.0,72.0,,L
baileho01,1957.0,USA,,Howard,Bailey,195.0,72.0,R,L
baileho02,1986.0,USA,,Homer,Bailey,223.0,76.0,R,R
baileje01,1978.0,USA,,Jeff,Bailey,200.0,74.0,R,R
baileji01,1934.0,USA,,Jim,Bailey,210.0,74.0,B,L
baileki01,1869.0,USA,1917.0,King,Bailey,185.0,72.0,L,L
bailema01,1961.0,USA,,Mark,Bailey,195.0,77.0,B,R
bailero01,1970.0,USA,,Roger,Bailey,180.0,73.0,R,R
bailesc01,1961.0,USA,,Scott,Bailes,170.0,74.0,L,L
bailest01,1942.0,USA,,Steve,Bailey,194.0,73.0,R,R
bailesw01,1895.0,USA,1939.0,Sweetbread,Bailey,184.0,72.0,R,R
bailobo01,1951.0,USA,,Bob,Bailor,170.0,71.0,R,R
baineha01,1959.0,USA,,Harold,Baines,175.0,74.0,L,L
bainlo01,1922.0,USA,1996.0,Loren,Bain,190.0,72.0,R,R
bairdal01,1895.0,USA,1976.0,Al,Baird,160.0,69.0,R,R
bairdbo01,1940.0,USA,1974.0,Bob,Baird,195.0,76.0,L,L
bairddo01,1891.0,USA,1967.0,Doug,Baird,148.0,69.0,R,R
bairdo01,1949.0,USA,,Doug,Bair,170.0,72.0,R,R
baislje01,1982.0,USA,,Jeff,Baisley,225.0,75.0,R,R
bajenje01,1978.0,USA,,Jeff,Bajenaru,190.0,73.0,R,R
bakelje01,1864.0,USA,1915.0,Jersey,Bakley,170.0,68.0,R,R
bakenda01,1945.0,USA,2014.0,Dave,Bakenhaster,168.0,70.0,R,R
bakeral01,1906.0,USA,1982.0,Al,Baker,170.0,71.0,R,R
bakerbi01,1911.0,USA,2006.0,Bill,Baker,200.0,72.0,R,R
bakerbo01,1878.0,USA,1940.0,Bock,Baker,181.0,69.0,,L
bakerch01,1856.0,USA,1937.0,Charlie,Baker,140.0,64.0,R,R
bakerch02,1952.0,USA,,Chuck,Baker,180.0,71.0,R,R
bakerda01,1956.0,USA,,Dave,Baker,185.0,72.0,L,R
bakerde01,1892.0,USA,1973.0,Del,Baker,176.0,71.0,R,R
bakerdo01,1961.0,USA,,Doug,Baker,165.0,69.0,B,R
bakerdu01,1949.0,USA,,Dusty,Baker,183.0,74.0,R,R
bakerer01,1875.0,USA,1945.0,Ernie,Baker,160.0,70.0,R,R
bakerfl01,1916.0,USA,2004.0,Floyd,Baker,160.0,69.0,L,R
bakerfr01,1886.0,USA,1963.0,Home Run,Baker,173.0,71.0,L,R
bakerfr02,1944.0,USA,2010.0,Frank,Baker,180.0,70.0,L,R
bakerfr03,1946.0,USA,,Frank,Baker,178.0,74.0,L,R
bakerge01,1857.0,USA,1915.0,George,Baker,162.0,71.0,,
bakerge02,1925.0,USA,1999.0,Gene,Baker,170.0,73.0,R,R
bakerho01,1888.0,USA,1964.0,Howard,Baker,175.0,71.0,R,R
bakerja01,1950.0,USA,,Jack,Baker,225.0,77.0,R,R
bakerje01,1888.0,USA,1972.0,Jesse,Baker,188.0,71.0,L,L
bakerje02,1895.0,USA,1976.0,Jesse,Baker,140.0,64.0,R,R
bakerje03,1981.0,Germany,,Jeff,Baker,220.0,74.0,R,R
bakerjo01,1981.0,USA,,John,Baker,215.0,73.0,L,R
bakerki01,1869.0,USA,1927.0,Kirtley,Baker,160.0,69.0,R,R
bakerne01,1904.0,USA,1982.0,Neal,Baker,175.0,73.0,R,R
bakerno01,1862.0,USA,1949.0,Norm,Baker,,,,
bakerph01,1856.0,USA,1940.0,Phil,Baker,152.0,68.0,L,L
bakersc01,1970.0,USA,,Scott,Baker,175.0,74.0,L,L
bakersc02,1981.0,USA,,Scott,Baker,215.0,76.0,R,R
bakerst01,1956.0,USA,,Steve,Baker,185.0,72.0,R,R
bakerto01,1913.0,USA,1991.0,Tom,Baker,180.0,73.0,R,R
bakerto02,1934.0,USA,1980.0,Tom,Baker,195.0,72.0,L,L
bakertr01,1891.0,USA,1975.0,Tracy,Baker,180.0,73.0,R,R
bakopa01,1972.0,USA,,Paul,Bako,205.0,74.0,L,R
balasmi01,1910.0,USA,1996.0,Mike,Balas,195.0,72.0,R,R
balazjo01,1950.0,CAN,,John,Balaz,180.0,75.0,R,R
balbost01,1957.0,USA,,Steve,Balboni,225.0,75.0,R,R
balcebo01,1925.0,USA,1990.0,Bobby,Balcena,160.0,67.0,R,L
baldero01,1981.0,USA,,Rocco,Baldelli,190.0,76.0,R,R
baldsja01,1936.0,USA,,Jack,Baldschun,175.0,73.0,R,R
baldwbi01,1948.0,USA,2011.0,Billy,Baldwin,175.0,72.0,L,L
baldwda01,1938.0,USA,,Dave,Baldwin,200.0,74.0,R,R
baldwfr01,1928.0,USA,2004.0,Frank,Baldwin,195.0,71.0,R,R
baldwha01,1900.0,USA,1958.0,Harry,Baldwin,160.0,71.0,R,R
baldwhe01,1894.0,USA,1964.0,Henry,Baldwin,180.0,71.0,R,R
baldwja01,1971.0,USA,,James,Baldwin,210.0,75.0,R,R
baldwje01,1965.0,USA,,Jeff,Baldwin,180.0,73.0,L,L
baldwki01,1864.0,USA,1897.0,Kid,Baldwin,147.0,66.0,R,R
baldwla01,1859.0,USA,1937.0,Lady,Baldwin,160.0,71.0,R,L
baldwma01,1863.0,USA,1929.0,Mark,Baldwin,190.0,72.0,R,R
baldwof01,1881.0,USA,1942.0,Orson,Baldwin,185.0,,,R
baldwre01,1954.0,USA,,Reggie,Baldwin,195.0,73.0,R,R
baldwri01,1953.0,USA,,Rick,Baldwin,180.0,75.0,L,R
balejo01,1974.0,USA,,John,Bale,210.0,76.0,L,L
balenmi01,1886.0,USA,1955.0,Mike,Balenti,175.0,71.0,R,R
balenwl01,1984.0,Curacao,,Wladimir,Balentien,220.0,74.0,R,R
balesco01,1986.0,USA,,Collin,Balester,190.0,76.0,R,R
balesle01,1944.0,USA,,Lee,Bales,165.0,70.0,B,R
balfogr01,1977.0,Australia,,Grant,Balfour,200.0,74.0,R,R
ballaje01,1963.0,USA,,Jeff,Ballard,195.0,75.0,L,L
ballar01,1872.0,USA,1915.0,Art,Ball,168.0,,,R
balleja01,1960.0,USA,,Jay,Baller,215.0,78.0,R,R
ballepe01,1894.0,USA,1948.0,Pelham,Ballenger,160.0,71.0,R,R
ballima01,1949.0,USA,2014.0,Mark,Ballinger,205.0,78.0,R,R
ballje01,1969.0,USA,,Jeff,Ball,185.0,70.0,R,R
ballji01,1884.0,USA,1963.0,Jim,Ball,175.0,71.0,R,R
ballne01,1881.0,USA,1957.0,Neal,Ball,145.0,67.0,R,R
ballowi01,1897.0,USA,1963.0,Win,Ballou,170.0,70.0,R,R
balsato01,1937.0,USA,,Tony,Balsamo,185.0,74.0,R,R
bambege01,1923.0,USA,2004.0,George,Bamberger,175.0,72.0,R,R
bambeha01,1924.0,USA,2010.0,Hal,Bamberger,173.0,72.0,L,R
banckst01,1853.0,USA,1888.0,Studs,Bancker,,,,
bancrda01,1891.0,USA,1972.0,Dave,Bancroft,160.0,69.0,B,R
bancrfr99,1846.0,USA,1921.0,Frank,Bancroft,,,,
bandaan01,1993.0,USA,,Anthony,Banda,190.0,74.0,L,L
bandoch01,1956.0,USA,,Chris,Bando,195.0,72.0,B,R
bandosa01,1944.0,USA,,Sal,Bando,195.0,72.0,R,R
bandyje01,1990.0,USA,,Jett,Bandy,235.0,76.0,R,R
baneed01,1952.0,USA,,Eddie,Bane,160.0,69.0,R,L
baneydi01,1946.0,USA,,Dick,Baney,185.0,72.0,R,R
banisje01,1964.0,USA,,Jeff,Banister,200.0,74.0,R,R
bankhda01,1920.0,USA,1976.0,Dan,Bankhead,184.0,73.0,R,R
bankhsc01,1963.0,USA,,Scott,Bankhead,175.0,70.0,R,R
banksbi01,1874.0,USA,1936.0,Bill,Yerrick,150.0,71.0,R,R
banksbr01,1970.0,USA,,Brian,Banks,200.0,75.0,B,R
bankser01,1931.0,USA,2015.0,Ernie,Banks,180.0,73.0,R,R
banksev01,1893.0,USA,1970.0,Bill,Bankston,180.0,71.0,L,R
